X,CH1,CH2,
Second,Volt,Volt,
8.92000e-06,7.60e-01,4.00e-01,
8.94000e-06,7.40e-01,4.00e-01,
8.96000e-06,7.60e-01,4.00e-01,
8.98000e-06,7.60e-01,4.00e-01,
9.00000e-06,7.60e-01,4.00e-01,
9.02000e-06,7.60e-01,4.00e-01,
9.04000e-06,7.60e-01,4.00e-01,
9.06000e-06,7.60e-01,4.00e-01,
9.08000e-06,7.60e-01,4.00e-01,
9.10000e-06,7.60e-01,4.00e-01,
9.12000e-06,7.60e-01,4.00e-01,
9.14000e-06,7.60e-01,4.00e-01,
9.16000e-06,7.60e-01,4.00e-01,
9.18000e-06,7.60e-01,0.00e+00,
9.20000e-06,7.40e-01,4.00e-01,
9.22000e-06,7.40e-01,4.00e-01,
9.24000e-06,7.40e-01,4.00e-01,
9.26000e-06,7.40e-01,4.00e-01,
9.28000e-06,7.40e-01,4.00e-01,
9.30000e-06,7.40e-01,4.00e-01,
9.32000e-06,7.40e-01,4.00e-01,
9.34000e-06,7.60e-01,0.00e+00,
9.36000e-06,7.60e-01,4.00e-01,
9.38000e-06,7.60e-01,4.00e-01,
9.40000e-06,7.60e-01,4.00e-01,
9.42000e-06,7.60e-01,4.00e-01,
9.44000e-06,7.60e-01,4.00e-01,
9.46000e-06,7.60e-01,4.00e-01,
9.48000e-06,7.60e-01,4.00e-01,
9.50000e-06,7.60e-01,4.00e-01,
9.52000e-06,7.60e-01,4.00e-01,
9.54000e-06,7.60e-01,4.00e-01,
9.56000e-06,7.60e-01,4.00e-01,
9.58000e-06,7.60e-01,4.00e-01,
9.60000e-06,7.60e-01,4.00e-01,
9.62000e-06,7.60e-01,4.00e-01,
9.64000e-06,7.40e-01,0.00e+00,
9.66000e-06,7.60e-01,4.00e-01,
9.68000e-06,7.40e-01,4.00e-01,
9.70000e-06,7.40e-01,4.00e-01,
9.72000e-06,7.40e-01,4.00e-01,
9.74000e-06,7.60e-01,4.00e-01,
9.76000e-06,7.60e-01,4.00e-01,
9.78000e-06,7.60e-01,4.00e-01,
9.80000e-06,7.40e-01,4.00e-01,
9.82000e-06,7.60e-01,4.00e-01,
9.84000e-06,7.60e-01,4.00e-01,
9.86000e-06,7.60e-01,4.00e-01,
9.88000e-06,7.60e-01,4.00e-01,
9.90000e-06,7.60e-01,4.00e-01,
9.92000e-06,7.60e-01,4.00e-01,
9.94000e-06,7.60e-01,4.00e-01,
9.96000e-06,7.60e-01,4.00e-01,
9.98000e-06,7.60e-01,4.00e-01,
1.00000e-05,7.40e-01,4.00e-01,
1.00200e-05,7.20e-01,4.00e-01,
1.00400e-05,7.60e-01,0.00e+00,
1.00600e-05,7.40e-01,0.00e+00,
1.00800e-05,7.40e-01,4.00e-01,
1.01000e-05,7.40e-01,4.00e-01,
1.01200e-05,7.40e-01,4.00e-01,
1.01400e-05,7.40e-01,0.00e+00,
1.01600e-05,7.40e-01,4.00e-01,
1.01800e-05,7.40e-01,4.00e-01,
1.02000e-05,7.60e-01,4.00e-01,
1.02200e-05,7.60e-01,0.00e+00,
1.02400e-05,7.60e-01,4.00e-01,
1.02600e-05,7.60e-01,4.00e-01,
1.02800e-05,7.60e-01,4.00e-01,
1.03000e-05,7.60e-01,0.00e+00,
1.03200e-05,7.40e-01,4.00e-01,
1.03400e-05,7.60e-01,4.00e-01,
1.03600e-05,7.40e-01,4.00e-01,
1.03800e-05,7.60e-01,4.00e-01,
1.04000e-05,7.60e-01,4.00e-01,
1.04200e-05,7.60e-01,4.00e-01,
1.04400e-05,7.60e-01,4.00e-01,
1.04600e-05,7.60e-01,4.00e-01,
