X,CH1,CH2,
Second,Volt,Volt,
2.43900e-05,6.40e+00,8.00e-01,
2.44000e-05,6.40e+00,4.00e-01,
2.44100e-05,7.20e+00,8.00e-01,
2.44200e-05,6.40e+00,8.00e-01,
2.44300e-05,7.20e+00,8.00e-01,
2.44400e-05,7.20e+00,4.00e-01,
2.44500e-05,6.40e+00,4.00e-01,
2.44600e-05,6.40e+00,8.00e-01,
2.44700e-05,6.40e+00,8.00e-01,
2.44800e-05,7.20e+00,8.00e-01,
2.44900e-05,6.40e+00,8.00e-01,
2.45000e-05,6.40e+00,8.00e-01,
2.45100e-05,7.20e+00,8.00e-01,
2.45200e-05,6.40e+00,8.00e-01,
2.45300e-05,6.40e+00,8.00e-01,
2.45400e-05,6.40e+00,8.00e-01,
2.45500e-05,6.40e+00,8.00e-01,
2.45600e-05,6.40e+00,8.00e-01,
2.45700e-05,6.40e+00,8.00e-01,
2.45800e-05,6.40e+00,8.00e-01,
2.45900e-05,6.40e+00,8.00e-01,
2.46000e-05,7.20e+00,8.00e-01,
2.46100e-05,6.40e+00,8.00e-01,
2.46200e-05,6.40e+00,8.00e-01,
2.46300e-05,6.40e+00,1.20e+00,
2.46400e-05,6.40e+00,1.20e+00,
2.46500e-05,6.40e+00,1.20e+00,
2.46600e-05,7.20e+00,8.00e-01,
2.46700e-05,6.40e+00,1.20e+00,
2.46800e-05,7.20e+00,1.20e+00,
2.46900e-05,7.20e+00,1.20e+00,
2.47000e-05,6.40e+00,1.20e+00,
2.47100e-05,6.40e+00,8.00e-01,
2.47200e-05,6.40e+00,1.20e+00,
2.47300e-05,6.40e+00,1.20e+00,
2.47400e-05,6.40e+00,1.20e+00,
2.47500e-05,6.40e+00,1.20e+00,
2.47600e-05,6.40e+00,1.20e+00,
2.47700e-05,6.40e+00,1.20e+00,
2.47800e-05,6.40e+00,1.20e+00,
2.47900e-05,6.40e+00,1.20e+00,
2.48000e-05,6.40e+00,1.20e+00,
2.48100e-05,7.20e+00,1.20e+00,
2.48200e-05,6.40e+00,1.20e+00,
2.48300e-05,6.40e+00,1.60e+00,
2.48400e-05,7.20e+00,1.60e+00,
2.48500e-05,6.40e+00,1.60e+00,
2.48600e-05,6.40e+00,1.60e+00,
2.48700e-05,6.40e+00,1.60e+00,
2.48800e-05,6.40e+00,1.20e+00,
2.48900e-05,6.40e+00,1.20e+00,
2.49000e-05,6.40e+00,1.60e+00,
2.49100e-05,6.40e+00,1.60e+00,
2.49200e-05,6.40e+00,1.20e+00,
2.49300e-05,6.40e+00,2.00e+00,
2.49400e-05,6.40e+00,2.00e+00,
2.49500e-05,5.60e+00,2.40e+00,
2.49600e-05,5.60e+00,3.20e+00,
2.49700e-05,4.80e+00,3.60e+00,
2.49800e-05,4.00e+00,3.20e+00,
2.49900e-05,2.40e+00,2.40e+00,
2.50000e-05,8.00e-01,2.00e+00,
2.50100e-05,-8.00e-01,1.20e+00,
2.50200e-05,-2.40e+00,4.00e-01,
2.50300e-05,-4.80e+00,-4.00e-01,
2.50400e-05,-5.60e+00,-4.00e-01,
2.50500e-05,-7.20e+00,-4.00e-01,
2.50600e-05,-8.80e+00,-4.00e-01,
2.50700e-05,-9.60e+00,-4.00e-01,
2.50800e-05,-1.20e+01,-8.00e-01,
2.50900e-05,-1.36e+01,-4.00e-01,
2.51000e-05,-1.52e+01,-4.00e-01,
2.51100e-05,-1.68e+01,-4.00e-01,
2.51200e-05,-1.76e+01,4.00e-01,
2.51300e-05,-1.92e+01,4.00e-01,
2.51400e-05,-2.08e+01,8.00e-01,
2.51500e-05,-2.24e+01,1.60e+00,
2.51600e-05,-2.40e+01,2.40e+00,
2.51700e-05,-2.56e+01,4.00e+00,
2.51800e-05,-2.72e+01,5.20e+00,
2.51900e-05,-2.88e+01,6.00e+00,
2.52000e-05,-2.96e+01,6.80e+00,
2.52100e-05,-3.12e+01,7.60e+00,
2.52200e-05,-3.20e+01,8.40e+00,
2.52300e-05,-3.28e+01,8.40e+00,
2.52400e-05,-3.44e+01,8.40e+00,
2.52500e-05,-3.52e+01,8.40e+00,
2.52600e-05,-3.52e+01,8.80e+00,
